,nature,type,id,description,cwe_counts
117,ChildOf,base,183,Permissive List of Allowed Inputs,6
118,ChildOf,base,190,Integer Overflow or Wraparound,4
119,ChildOf,base,201,Insertion of Sensitive Information Into Sent Data,1
120,ChildOf,base,203,Observable Discrepancy,28
121,ChildOf,base,288,Authentication Bypass Using an Alternate Path or Channel,1
122,ChildOf,base,295,Improper Certificate Validation,9
123,ChildOf,base,312,Cleartext Storage of Sensitive Information,12
124,ChildOf,base,319,Cleartext Transmission of Sensitive Information,2
125,ChildOf,base,328,Use of Weak Hash,11
126,ChildOf,base,344,Use of Invariant Value in Dynamically Changing Context,3
127,ChildOf,base,459,Incomplete Cleanup,7
128,ChildOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,60
129,ChildOf,base,552,Files or Directories Accessible to External Parties,10
130,ChildOf,base,625,Permissive Regular Expression,4
131,ChildOf,base,681,Incorrect Conversion between Numeric Types,6
132,ChildOf,base,770,Allocation of Resources Without Limits or Throttling,130
133,ChildOf,base,772,Missing Release of Resource after Effective Lifetime,22
134,ChildOf,base,787,Out-of-bounds Write,323
135,ChildOf,base,788,Access of Memory Location After End of Buffer,63
136,ChildOf,base,798,Use of Hard-coded Credentials,3
137,ChildOf,base,821,Incorrect Synchronization,10
138,ChildOf,base,825,Expired Pointer Dereference,78
139,ChildOf,base,940,Improper Verification of Source of a Communication Channel,24
140,ChildOf,base,1230,Exposure of Sensitive Information Through Metadata,2
141,ChildOf,base,1341,Multiple Releases of Same Resource or Handle,15
142,ChildOf,base,1392,Use of Default Credentials,6
143,ChildOf,class,20,Improper Input Validation,7867
144,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),8632
145,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),1995
146,ChildOf,class,116,Improper Encoding or Escaping of Output,6
147,ChildOf,class,118,Incorrect Access of Indexable Resource ('Range Error'),231
148,ChildOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,3330
149,ChildOf,class,138,Improper Neutralization of Special Elements,10
150,ChildOf,class,172,Encoding Error,46
151,ChildOf,class,185,Incorrect Regular Expression,7
152,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,464
153,ChildOf,class,221,Information Loss or Omission,1
154,ChildOf,class,228,Improper Handling of Syntactically Invalid Structure,1
155,ChildOf,class,269,Improper Privilege Management,2
156,ChildOf,class,285,Improper Authorization,19
157,ChildOf,class,287,Improper Authentication,123
158,ChildOf,class,311,Missing Encryption of Sensitive Data,166
159,ChildOf,class,326,Inadequate Encryption Strength,11
160,ChildOf,class,327,Use of a Broken or Risky Cryptographic Algorithm,22
161,ChildOf,class,330,Use of Insufficiently Random Values,2
162,ChildOf,class,345,Insufficient Verification of Data Authenticity,125
163,ChildOf,class,346,Origin Validation Error,11
164,ChildOf,class,362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),68
165,ChildOf,class,377,Insecure Temporary File,44
166,ChildOf,class,400,Uncontrolled Resource Consumption,417
167,ChildOf,class,404,Improper Resource Shutdown or Release,44
168,ChildOf,class,405,Asymmetric Resource Consumption (Amplification),123
169,ChildOf,class,407,Inefficient Algorithmic Complexity,1118
170,ChildOf,class,424,Improper Protection of Alternate Path,1
171,ChildOf,class,436,Interpretation Conflict,93
172,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),145
173,ChildOf,class,451,User Interface (UI) Misrepresentation of Critical Information,4
174,ChildOf,class,514,Covert Channel,4
175,ChildOf,class,573,Improper Following of Specification by Caller,24
176,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,7372
177,ChildOf,class,642,External Control of Critical State Data,7075
178,ChildOf,class,657,Violation of Secure Design Principles,8
179,ChildOf,class,662,Improper Synchronization,56
180,ChildOf,class,665,Improper Initialization,301
181,ChildOf,class,666,Operation on Resource in Wrong Phase of Lifetime,15
182,ChildOf,class,668,Exposure of Resource to Wrong Sphere,221
183,ChildOf,class,669,Incorrect Resource Transfer Between Spheres,92
184,ChildOf,class,670,Always-Incorrect Control Flow Implementation,499
185,ChildOf,class,671,Lack of Administrator Control over Security,3
186,ChildOf,class,672,Operation on a Resource after Expiration or Release,242
187,ChildOf,class,673,External Influence of Sphere Definition,2
188,ChildOf,class,674,Uncontrolled Recursion,26
189,ChildOf,class,684,Incorrect Provision of Specified Functionality,2
190,ChildOf,class,704,Incorrect Type Conversion or Cast,160
191,ChildOf,class,705,Incorrect Control Flow Scoping,510
192,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,14801
193,ChildOf,class,732,Incorrect Permission Assignment for Critical Resource,34
194,ChildOf,class,754,Improper Check for Unusual or Exceptional Conditions,764
195,ChildOf,class,755,Improper Handling of Exceptional Conditions,134
196,ChildOf,class,834,Excessive Iteration,192
197,ChildOf,class,862,Missing Authorization,26
198,ChildOf,class,863,Incorrect Authorization,13
199,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,2200
200,ChildOf,class,922,Insecure Storage of Sensitive Information,86
201,ChildOf,class,923,Improper Restriction of Communication Channel to Intended Endpoints,20
202,ChildOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,35
203,ChildOf,class,1023,Incomplete Comparison with Missing Factors,10
204,ChildOf,class,1176,Inefficient CPU Computation,5
205,ChildOf,class,1177,Use of Prohibited Code,21
206,ChildOf,class,1357,Reliance on Insufficiently Trustworthy Component,2
207,ChildOf,class,1390,Weak Authentication,38
208,ChildOf,class,1391,Use of Weak Credentials,11
209,ChildOf,pillar,284,Improper Access Control,99
210,ChildOf,pillar,435,Improper Interaction Between Multiple Correctly-Behaving Entities,13
211,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,951
212,ChildOf,pillar,682,Incorrect Calculation,2000
213,ChildOf,pillar,691,Insufficient Control Flow Management,45
214,ChildOf,pillar,693,Protection Mechanism Failure,115
215,ChildOf,pillar,697,Incorrect Comparison,4
216,ChildOf,pillar,703,Improper Check or Handling of Exceptional Conditions,112
217,ChildOf,pillar,707,Improper Neutralization,758
218,ChildOf,pillar,710,Improper Adherence to Coding Standards,404
219,MemberOf,category,19,Data Processing Errors,160
220,MemberOf,category,133,String Errors,3
221,MemberOf,category,136,Type Errors,80
222,MemberOf,category,137,Data Neutralization Issues,1105
223,MemberOf,category,189,Numeric Errors,633
224,MemberOf,category,199,Information Management Errors,422
225,MemberOf,category,227,7PK - API Abuse,14
226,MemberOf,category,254,7PK - Security Features,111
227,MemberOf,category,255,Credentials Management Errors,22
228,MemberOf,category,265,Privilege Issues,2
229,MemberOf,category,275,Permission Issues,17
230,MemberOf,category,310,Cryptographic Issues,36
231,MemberOf,category,320,Key Management Errors,3
232,MemberOf,category,355,User Interface Security Issues,4
233,MemberOf,category,361,7PK - Time and State,85
234,MemberOf,category,388,7PK - Errors,1
235,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",624
236,MemberOf,category,398,7PK - Code Quality,554
237,MemberOf,category,399,Resource Management Errors,8322
238,MemberOf,category,417,Communication Channel Errors,172
239,MemberOf,category,429,Handler Errors,13
240,MemberOf,category,438,Behavioral Problems,110
241,MemberOf,category,465,Pointer Issues,461
242,MemberOf,category,485,7PK - Encapsulation,94
243,MemberOf,category,557,Concurrency Issues,34
244,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),168
245,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,80
246,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,511
247,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,7348
248,MemberOf,category,716,OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF),13
249,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,246
250,MemberOf,category,718,OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,38
251,MemberOf,category,719,OWASP Top Ten 2007 Category A8 - Insecure Cryptographic Storage,15
252,MemberOf,category,720,OWASP Top Ten 2007 Category A9 - Insecure Communications,15
253,MemberOf,category,721,OWASP Top Ten 2007 Category A10 - Failure to Restrict URL Access,7
254,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,946
255,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,14464
256,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,97
257,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,168
258,MemberOf,category,726,OWASP Top Ten 2004 Category A5 - Buffer Overflows,324
259,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,598
260,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,122
261,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,53
262,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,1514
263,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,211
264,MemberOf,category,737,CERT C Secure Coding Standard (2008) Chapter 4 - Expressions (EXP),395
265,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),1201
266,MemberOf,category,739,CERT C Secure Coding Standard (2008) Chapter 6 - Floating Point (FLP),323
267,MemberOf,category,740,CERT C Secure Coding Standard (2008) Chapter 7 - Arrays (ARR),289
268,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),1010
269,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),1724
270,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),7860
271,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),898
272,MemberOf,category,745,CERT C Secure Coding Standard (2008) Chapter 12 - Signals (SIG),8
273,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),580
274,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),729
275,MemberOf,category,748,CERT C Secure Coding Standard (2008) Appendix - POSIX (POS),49
276,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,1453
277,MemberOf,category,752,2009 Top 25 - Risky Resource Management,7665
278,MemberOf,category,753,2009 Top 25 - Porous Defenses,49
279,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,768
280,MemberOf,category,802,2010 Top 25 - Risky Resource Management,8068
281,MemberOf,category,803,2010 Top 25 - Porous Defenses,58
282,MemberOf,category,808,2010 Top 25 - Weaknesses On the Cusp,530
283,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,700
284,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),168
285,MemberOf,category,812,OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,36
286,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,14463
287,MemberOf,category,814,OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF),13
288,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,115
289,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,112
290,MemberOf,category,817,OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,22
291,MemberOf,category,818,OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection,14
292,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,49
293,MemberOf,category,840,Business Logic Errors,208
294,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),613
295,MemberOf,category,846,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 3 - Declarations and Initialization (DCL),58
296,MemberOf,category,847,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 4 - Expressions (EXP),2
297,MemberOf,category,848,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 5 - Numeric Types and Operations (NUM),317
298,MemberOf,category,850,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 7 - Methods (MET),499
299,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),215
300,MemberOf,category,852,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 9 - Visibility and Atomicity (VNA),40
301,MemberOf,category,853,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 10 - Locking (LCK),8
302,MemberOf,category,855,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 12 - Thread Pools (TPS),7
303,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),505
304,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),1910
305,MemberOf,category,859,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 16 - Platform Security (SEC),46
306,MemberOf,category,860,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 17 - Runtime Environment (ENV),3
307,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),949
308,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,663
309,MemberOf,category,865,2011 Top 25 - Risky Resource Management,7827
310,MemberOf,category,866,2011 Top 25 - Porous Defenses,70
311,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,819
312,MemberOf,category,871,CERT C++ Secure Coding Section 03 - Expressions (EXP),376
313,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),1201
314,MemberOf,category,873,CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP),323
315,MemberOf,category,874,CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR),289
316,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),1010
317,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),1998
318,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),15140
319,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),899
320,MemberOf,category,879,CERT C++ Secure Coding Section 11 - Signals (SIG),8
321,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),293
322,MemberOf,category,882,CERT C++ Secure Coding Section 14 - Concurrency (CON),91
323,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),932
324,MemberOf,category,901,SFP Primary Cluster: Privilege,4
325,MemberOf,category,905,SFP Primary Cluster: Predictability,5
326,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,760
327,MemberOf,category,930,OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,46
328,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),168
329,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,14454
330,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,116
331,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,135
332,MemberOf,category,935,OWASP Top Ten 2013 Category A7 - Missing Function Level Access Control,6
333,MemberOf,category,936,OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF),13
334,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,49
335,MemberOf,category,944,SFP Secondary Cluster: Access Management,27
336,MemberOf,category,945,SFP Secondary Cluster: Insecure Resource Access,7
337,MemberOf,category,946,SFP Secondary Cluster: Insecure Resource Permissions,20
338,MemberOf,category,947,SFP Secondary Cluster: Authentication Bypass,24
339,MemberOf,category,948,SFP Secondary Cluster: Digital Certificate,9
340,MemberOf,category,949,SFP Secondary Cluster: Faulty Endpoint Authentication,68
341,MemberOf,category,950,SFP Secondary Cluster: Hardcoded Sensitive Data,1
342,MemberOf,category,951,SFP Secondary Cluster: Insecure Authentication Policy,12
343,MemberOf,category,952,SFP Secondary Cluster: Missing Authentication,16
344,MemberOf,category,953,SFP Secondary Cluster: Missing Endpoint Authentication,1
345,MemberOf,category,956,SFP Secondary Cluster: Channel Attack,12
346,MemberOf,category,957,SFP Secondary Cluster: Protocol Error,13
347,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,38
348,MemberOf,category,959,SFP Secondary Cluster: Weak Cryptography,25
349,MemberOf,category,960,SFP Secondary Cluster: Ambiguous Exception Type,1
350,MemberOf,category,961,SFP Secondary Cluster: Incorrect Exception Behavior,13
351,MemberOf,category,962,SFP Secondary Cluster: Unchecked Status Condition,158
352,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,545
353,MemberOf,category,964,SFP Secondary Cluster: Exposure Temporary File,93
354,MemberOf,category,965,SFP Secondary Cluster: Insecure Session Management,14
355,MemberOf,category,966,SFP Secondary Cluster: Other Exposures,2
356,MemberOf,category,967,SFP Secondary Cluster: State Disclosure,36
357,MemberOf,category,968,SFP Secondary Cluster: Covert Channel,4
358,MemberOf,category,969,SFP Secondary Cluster: Faulty Memory Release,15
359,MemberOf,category,970,SFP Secondary Cluster: Faulty Buffer Access,804
360,MemberOf,category,971,SFP Secondary Cluster: Faulty Pointer Use,376
361,MemberOf,category,974,SFP Secondary Cluster: Incorrect Buffer Length Computation,66
362,MemberOf,category,975,SFP Secondary Cluster: Architecture,89
363,MemberOf,category,977,SFP Secondary Cluster: Design,248
364,MemberOf,category,978,SFP Secondary Cluster: Implementation,13
365,MemberOf,category,980,SFP Secondary Cluster: Link in Resource Name Resolution,41
366,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,28662
367,MemberOf,category,982,SFP Secondary Cluster: Failure to Release Resource,67
368,MemberOf,category,983,SFP Secondary Cluster: Faulty Resource Use,63
369,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,966
370,MemberOf,category,986,SFP Secondary Cluster: Missing Lock,16
371,MemberOf,category,988,SFP Secondary Cluster: Race Condition Window,58
372,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,8322
373,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,240
374,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,237
375,MemberOf,category,993,SFP Secondary Cluster: Incorrect Input Handling,9
376,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,1537
377,MemberOf,category,998,SFP Secondary Cluster: Glitch in Computation,660
378,MemberOf,category,1001,SFP Secondary Cluster: Use of an Improper API,520
379,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,6
380,MemberOf,category,1005,7PK - Input Validation and Representation,7854
381,MemberOf,category,1006,Bad Coding Practices,47
382,MemberOf,category,1009,Audit,68
383,MemberOf,category,1010,Authenticate Actors,63
384,MemberOf,category,1011,Authorize Actors,431
385,MemberOf,category,1012,Cross Cutting,100
386,MemberOf,category,1013,Encrypt Data,202
387,MemberOf,category,1014,Identify Actors,113
388,MemberOf,category,1015,Limit Access,7210
389,MemberOf,category,1016,Limit Exposure,29
390,MemberOf,category,1018,Manage User Sessions,6
391,MemberOf,category,1019,Validate Inputs,10032
392,MemberOf,category,1020,Verify Message Integrity,42
393,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,738
394,MemberOf,category,1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,44
395,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,235
396,MemberOf,category,1030,OWASP Top Ten 2017 Category A4 - XML External Entities (XXE),31
397,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,7382
398,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,110
399,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),168
400,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,978
401,MemberOf,category,1129,CISQ Quality Measures (2016) - Reliability,192
